MPIO_CNMBR,DPTO_CNMBR,MPIO_CDPMP,pob_dane_2025,Hab_km2_2025,Tp_Ru_2025,Desc,Muni_Nom_Cruce,Nivel_Castigo
MEDELLÍN,ANTIOQUIA,5001,2634570,70341.0,1,Ciudades y Aglomeraciones,Medellin,1.0
ABEJORRAL,ANTIOQUIA,5002,21622,427.0,3,Rural,Abejorral,3.0
ABRIAQUÍ,ANTIOQUIA,5004,2872,97.0,4,Rural Disperso,Abriaqui,3.0
ALEJANDRÍA,ANTIOQUIA,5021,4989,387.0,3,Rural,Alejandria,3.0
AMAGÁ,ANTIOQUIA,5030,32628,3881.0,1,Ciudades y Aglomeraciones,Amaga,1.0
AMALFI,ANTIOQUIA,5031,28059,232.0,3,Rural,Amalfi,3.0
ANDES,ANTIOQUIA,5034,46485,1156.0,1,Ciudades y Aglomeraciones,Andes,1.0
ANGELÓPOLIS,ANTIOQUIA,5036,6183,756.0,2,Intermedio,Angelopolis,2.0
ANGOSTURA,ANTIOQUIA,5038,12190,360.0,3,Rural,Angostura,3.0
ANORÍ,ANTIOQUIA,5040,19812,140.0,3,Rural,Anori,3.0
SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,5042,28246,537.0,2,Intermedio,Santa Fe De Antioquia,3.0
ANZÁ,ANTIOQUIA,5044,7537,295.0,3,Rural,Anza,2.0
APARTADÓ,ANTIOQUIA,5045,132328,2477.0,1,Ciudades y Aglomeraciones,Apartado,3.0
ARBOLETES,ANTIOQUIA,5051,32478,431.0,3,Rural,Arboletes,2.0
ARGELIA,ANTIOQUIA,5055,8075,329.0,3,Rural,Argelia,3.0
ARMENIA,ANTIOQUIA,5059,5450,494.0,3,Rural,Armenia,2.0
BARBOSA,ANTIOQUIA,5079,56505,2749.0,1,Ciudades y Aglomeraciones,Barbosa,1.0
BELMIRA,ANTIOQUIA,5086,6436,217.0,3,Rural,Belmira,2.0
BELLO,ANTIOQUIA,5088,570329,38642.0,1,Ciudades y Aglomeraciones,Bello,1.0
BETANIA,ANTIOQUIA,5091,10985,609.0,2,Intermedio,Betania,2.0
BETULIA,ANTIOQUIA,5093,16722,638.0,2,Intermedio,Betulia,2.0
CIUDAD BOLÍVAR,ANTIOQUIA,5101,27884,1058.0,1,Ciudades y Aglomeraciones,Ciudad Bolivar,1.0
BRICEÑO,ANTIOQUIA,5107,8599,229.0,3,Rural,Briceno,3.0
BURITICÁ,ANTIOQUIA,5113,10105,285.0,3,Rural,Buritica,2.0
CÁCERES,ANTIOQUIA,5120,31368,167.0,3,Rural,Caceres,3.0
CAICEDO,ANTIOQUIA,5125,8938,447.0,3,Rural,Caicedo,3.0
CALDAS,ANTIOQUIA,5129,86667,6533.0,1,Ciudades y Aglomeraciones,Caldas,1.0
CAMPAMENTO,ANTIOQUIA,5134,9839,424.0,3,Rural,Campamento,3.0
CAÑASGORDAS,ANTIOQUIA,5138,16487,452.0,3,Rural,Canasgordas,2.0
CARACOLÍ,ANTIOQUIA,5142,4850,185.0,3,Rural,Caracoli,2.0
CARAMANTA,ANTIOQUIA,5145,4973,541.0,2,Intermedio,Caramanta,2.0
CAREPA,ANTIOQUIA,5147,52540,1359.0,1,Ciudades y Aglomeraciones,Carepa,3.0
EL CARMEN DE VIBORAL,ANTIOQUIA,5148,64717,1528.0,1,Ciudades y Aglomeraciones,El Carmen De Viboral,1.0
CAROLINA,ANTIOQUIA,5150,4242,284.0,3,Rural,Carolina,2.0
CAUCASIA,ANTIOQUIA,5154,98488,690.0,2,Intermedio,Caucasia,3.0
CHIGORODÓ,ANTIOQUIA,5172,62675,870.0,2,Intermedio,Chigorodo,3.0
CISNEROS,ANTIOQUIA,5190,10495,2239.0,1,Ciudades y Aglomeraciones,Cisneros,1.0
COCORNÁ,ANTIOQUIA,5197,16686,690.0,2,Intermedio,Cocorna,3.0
CONCEPCIÓN,ANTIOQUIA,5206,5093,252.0,3,Rural,Concepcion,3.0
CONCORDIA,ANTIOQUIA,5209,22905,925.0,2,Intermedio,Concordia,2.0
COPACABANA,ANTIOQUIA,5212,84787,12503.0,1,Ciudades y Aglomeraciones,Copacabana,1.0
DABEIBA,ANTIOQUIA,5234,24765,127.0,3,Rural,Dabeiba,3.0
DONMATÍAS,ANTIOQUIA,5237,20498,1009.0,1,Ciudades y Aglomeraciones,Donmatias,1.0
EBÉJICO,ANTIOQUIA,5240,12914,544.0,2,Intermedio,Ebejico,2.0
EL BAGRE,ANTIOQUIA,5250,56681,363.0,3,Rural,El Bagre,3.0
ENTRERRÍOS,ANTIOQUIA,5264,12158,568.0,2,Intermedio,Entrerrios,2.0
ENVIGADO,ANTIOQUIA,5266,250012,30022.0,1,Ciudades y Aglomeraciones,Envigado,1.0
FREDONIA,ANTIOQUIA,5282,26163,1016.0,1,Ciudades y Aglomeraciones,Fredonia,1.0
FRONTINO,ANTIOQUIA,5284,22049,160.0,3,Rural,Frontino,3.0
GIRALDO,ANTIOQUIA,5306,5988,642.0,2,Intermedio,Giraldo,2.0
GIRARDOTA,ANTIOQUIA,5308,56312,6800.0,1,Ciudades y Aglomeraciones,Girardota,1.0
GÓMEZ PLATA,ANTIOQUIA,5310,10464,315.0,3,Rural,Gomez Plata,2.0
GRANADA,ANTIOQUIA,5313,10855,571.0,2,Intermedio,Granada,3.0
GUADALUPE,ANTIOQUIA,5315,7015,594.0,2,Intermedio,Guadalupe,3.0
GUARNE,ANTIOQUIA,5318,60148,3963.0,1,Ciudades y Aglomeraciones,Guarne,1.0
GUATAPÉ,ANTIOQUIA,5321,9072,1089.0,1,Ciudades y Aglomeraciones,Guatape,1.0
HELICONIA,ANTIOQUIA,5347,5754,501.0,2,Intermedio,Heliconia,2.0
HISPANIA,ANTIOQUIA,5353,5876,1086.0,1,Ciudades y Aglomeraciones,Hispania,1.0
ITAGÜÍ,ANTIOQUIA,5360,301428,153516.0,1,Ciudades y Aglomeraciones,Itagui,1.0
ITUANGO,ANTIOQUIA,5361,29074,102.0,3,Rural,Ituango,3.0
JARDÍN,ANTIOQUIA,5364,15637,778.0,2,Intermedio,Jardin,2.0
JERICÓ,ANTIOQUIA,5368,14576,712.0,2,Intermedio,Jerico,2.0
LA CEJA,ANTIOQUIA,5376,70868,5343.0,1,Ciudades y Aglomeraciones,La Ceja,1.0
LA ESTRELLA,ANTIOQUIA,5380,78143,21344.0,1,Ciudades y Aglomeraciones,La Estrella,1.0
LA PINTADA,ANTIOQUIA,5390,8689,1591.0,1,Ciudades y Aglomeraciones,La Pintada,1.0
LA UNIÓN,ANTIOQUIA,5400,23240,1386.0,1,Ciudades y Aglomeraciones,La Union,1.0
LIBORINA,ANTIOQUIA,5411,10709,495.0,3,Rural,Liborina,2.0
MACEO,ANTIOQUIA,5425,8785,227.0,3,Rural,Maceo,2.0
MARINILLA,ANTIOQUIA,5440,70392,6132.0,1,Ciudades y Aglomeraciones,Marinilla,1.0
MONTEBELLO,ANTIOQUIA,5467,7062,930.0,2,Intermedio,Montebello,3.0
MURINDÓ,ANTIOQUIA,5475,5332,42.0,4,Rural Disperso,Murindo,3.0
MUTATÁ,ANTIOQUIA,5480,15148,141.0,3,Rural,Mutata,3.0
NARIÑO,ANTIOQUIA,5483,10889,344.0,3,Rural,Narino,3.0
NECOCLÍ,ANTIOQUIA,5490,45834,366.0,3,Rural,Necocli,3.0
NECHÍ,ANTIOQUIA,5495,28100,300.0,3,Rural,Nechi,3.0
OLAYA,ANTIOQUIA,5501,3350,385.0,3,Rural,Olaya,2.0
PEÑOL,ANTIOQUIA,5541,22736,1922.0,1,Ciudades y Aglomeraciones,Penol,1.0
PEQUE,ANTIOQUIA,5543,8717,201.0,3,Rural,Peque,2.0
PUEBLORRICO,ANTIOQUIA,5576,9280,1231.0,1,Ciudades y Aglomeraciones,Pueblorrico,1.0
PUERTO BERRÍO,ANTIOQUIA,5579,42468,348.0,3,Rural,Puerto Berrio,3.0
PUERTO NARE,ANTIOQUIA,5585,15350,229.0,3,Rural,Puerto Nare,2.0
PUERTO TRIUNFO,ANTIOQUIA,5591,19688,533.0,2,Intermedio,Puerto Triunfo,2.0
REMEDIOS,ANTIOQUIA,5604,30723,156.0,3,Rural,Remedios,3.0
RETIRO,ANTIOQUIA,5607,25589,1075.0,1,Ciudades y Aglomeraciones,Retiro,1.0
RIONEGRO,ANTIOQUIA,5615,147907,7553.0,1,Ciudades y Aglomeraciones,Rionegro,1.0
SABANALARGA,ANTIOQUIA,5628,9731,366.0,3,Rural,Sabanalarga,2.0
SABANETA,ANTIOQUIA,5631,90253,57057.0,1,Ciudades y Aglomeraciones,Sabaneta,1.0
SALGAR,ANTIOQUIA,5642,19448,675.0,2,Intermedio,Salgar,3.0
SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,5647,7697,372.0,3,Rural,San Andres De Cuerquia,3.0
SAN CARLOS,ANTIOQUIA,5649,17103,238.0,3,Rural,San Carlos,3.0
SAN FRANCISCO,ANTIOQUIA,5652,6048,170.0,3,Rural,San Francisco,3.0
SAN JERÓNIMO,ANTIOQUIA,5656,16609,1031.0,1,Ciudades y Aglomeraciones,San Jeronimo,1.0
SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,5658,3941,313.0,3,Rural,San Jose De La Montana,2.0
SAN JUAN DE URABÁ,ANTIOQUIA,5659,21853,869.0,2,Intermedio,San Juan De Uraba,2.0
SAN LUIS,ANTIOQUIA,5660,13893,326.0,3,Rural,San Luis,3.0
SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,5664,23751,1076.0,1,Ciudades y Aglomeraciones,San Pedro De Los Milagros,1.0
SAN PEDRO DE URABÁ,ANTIOQUIA,5665,33393,555.0,2,Intermedio,San Pedro De Uraba,3.0
SAN RAFAEL,ANTIOQUIA,5667,16753,460.0,3,Rural,San Rafael,3.0
SAN ROQUE,ANTIOQUIA,5670,23105,544.0,2,Intermedio,San Roque,2.0
SAN VICENTE FERRER,ANTIOQUIA,5674,23714,1029.0,1,Ciudades y Aglomeraciones,San Vicente Ferrer,1.0
SANTA BÁRBARA,ANTIOQUIA,5679,28051,1431.0,1,Ciudades y Aglomeraciones,Santa Barbara,1.0
SANTA ROSA DE OSOS,ANTIOQUIA,5686,39340,455.0,3,Rural,Santa Rosa De Osos,2.0
SANTO DOMINGO,ANTIOQUIA,5690,13163,495.0,3,Rural,Santo Domingo,3.0
EL SANTUARIO,ANTIOQUIA,5697,38386,4602.0,1,Ciudades y Aglomeraciones,El Santuario,1.0
SEGOVIA,ANTIOQUIA,5736,41222,366.0,3,Rural,Segovia,3.0
SONSÓN,ANTIOQUIA,5756,38784,288.0,3,Rural,Sonson,3.0
SOPETRÁN,ANTIOQUIA,5761,16200,743.0,2,Intermedio,Sopetran,2.0
TÁMESIS,ANTIOQUIA,5789,17270,685.0,2,Intermedio,Tamesis,2.0
TARAZÁ,ANTIOQUIA,5790,29306,255.0,3,Rural,Taraza,3.0
TARSO,ANTIOQUIA,5792,6593,548.0,2,Intermedio,Tarso,2.0
TITIRIBÍ,ANTIOQUIA,5809,11457,817.0,2,Intermedio,Titiribi,2.0
TOLEDO,ANTIOQUIA,5819,5296,394.0,3,Rural,Toledo,3.0
TURBO,ANTIOQUIA,5837,135464,464.0,3,Rural,Turbo,3.0
URAMITA,ANTIOQUIA,5842,7329,276.0,3,Rural,Uramita,3.0
URRAO,ANTIOQUIA,5847,32366,126.0,3,Rural,Urrao,3.0
VALDIVIA,ANTIOQUIA,5854,14823,261.0,3,Rural,Valdivia,3.0
VALPARAÍSO,ANTIOQUIA,5856,6966,552.0,2,Intermedio,Valparaiso,2.0
VEGACHÍ,ANTIOQUIA,5858,12644,234.0,3,Rural,Vegachi,3.0
VENECIA,ANTIOQUIA,5861,12407,889.0,2,Intermedio,Venecia,2.0
VIGÍA DEL FUERTE,ANTIOQUIA,5873,9827,59.0,4,Rural Disperso,Vigia Del Fuerte,3.0
YALÍ,ANTIOQUIA,5885,8152,185.0,3,Rural,Yali,3.0
YARUMAL,ANTIOQUIA,5887,44770,629.0,2,Intermedio,Yarumal,3.0
YOLOMBÓ,ANTIOQUIA,5890,24178,239.0,3,Rural,Yolombo,3.0
YONDÓ,ANTIOQUIA,5893,20870,110.0,3,Rural,Yondo,3.0
ZARAGOZA,ANTIOQUIA,5895,26392,226.0,3,Rural,Zaragoza,3.0
BARRANQUILLA,ATLÁNTICO,8001,1342818,87066.0,1,Ciudades y Aglomeraciones,Barranquilla,3.0
BARANOA,ATLÁNTICO,8078,70200,5786.0,1,Ciudades y Aglomeraciones,Baranoa,3.0
CAMPO DE LA CRUZ,ATLÁNTICO,8137,25218,2522.0,1,Ciudades y Aglomeraciones,Campo De La Cruz,3.0
CANDELARIA,ATLÁNTICO,8141,17839,1314.0,1,Ciudades y Aglomeraciones,Candelaria,3.0
GALAPA,ATLÁNTICO,8296,69022,7080.0,1,Ciudades y Aglomeraciones,Galapa,3.0
JUAN DE ACOSTA,ATLÁNTICO,8372,23730,1414.0,1,Ciudades y Aglomeraciones,Juan De Acosta,3.0
LURUACO,ATLÁNTICO,8421,31388,1400.0,1,Ciudades y Aglomeraciones,Luruaco,3.0
MALAMBO,ATLÁNTICO,8433,144883,14795.0,1,Ciudades y Aglomeraciones,Malambo,3.0
MANATÍ,ATLÁNTICO,8436,22014,1028.0,1,Ciudades y Aglomeraciones,Manati,3.0
PALMAR DE VARELA,ATLÁNTICO,8520,32573,3528.0,1,Ciudades y Aglomeraciones,Palmar De Varela,3.0
PIOJÓ,ATLÁNTICO,8549,7374,292.0,3,Rural,Piojo,3.0
POLONUEVO,ATLÁNTICO,8558,20317,2751.0,1,Ciudades y Aglomeraciones,Polonuevo,3.0
PONEDERA,ATLÁNTICO,8560,26872,1301.0,1,Ciudades y Aglomeraciones,Ponedera,3.0
PUERTO COLOMBIA,ATLÁNTICO,8573,55835,8043.0,1,Ciudades y Aglomeraciones,Puerto Colombia,3.0
REPELÓN,ATLÁNTICO,8606,29193,814.0,2,Intermedio,Repelon,3.0
SABANAGRANDE,ATLÁNTICO,8634,36547,8479.0,1,Ciudades y Aglomeraciones,Sabanagrande,3.0
SABANALARGA,ATLÁNTICO,8638,104983,2653.0,1,Ciudades y Aglomeraciones,Sabanalarga,3.0
SANTA LUCÍA,ATLÁNTICO,8675,18054,3148.0,1,Ciudades y Aglomeraciones,Santa Lucia,3.0
SANTO TOMÁS,ATLÁNTICO,8685,33555,5163.0,1,Ciudades y Aglomeraciones,Santo Tomas,3.0
SOLEDAD,ATLÁNTICO,8758,686339,115645.0,1,Ciudades y Aglomeraciones,Soledad,3.0
SUAN,ATLÁNTICO,8770,13274,3120.0,1,Ciudades y Aglomeraciones,Suan,3.0
TUBARÁ,ATLÁNTICO,8832,19362,1059.0,1,Ciudades y Aglomeraciones,Tubara,3.0
USIACURÍ,ATLÁNTICO,8849,13779,1359.0,1,Ciudades y Aglomeraciones,Usiacuri,3.0
"BOGOTÁ, D.C.","BOGOTÁ, D.C.",11001,7937898,48914.0,1,Ciudades y Aglomeraciones,"Bogota, D.c.",0.0
CARTAGENA,BOLÍVAR,13001,1065881,17821.0,1,Ciudades y Aglomeraciones,Cartagena De Indias,3.0
ACHÍ,BOLÍVAR,13006,27510,289.0,3,Rural,Achi,3.0
ALTOS DEL ROSARIO,BOLÍVAR,13030,12279,404.0,3,Rural,Altos Del Rosario,3.0
ARENAL,BOLÍVAR,13042,8051,174.0,3,Rural,Arenal,3.0
ARJONA,BOLÍVAR,13052,76455,1301.0,1,Ciudades y Aglomeraciones,Arjona,3.0
ARROYOHONDO,BOLÍVAR,13062,8872,542.0,2,Intermedio,Arroyohondo,3.0
BARRANCO DE LOBA,BOLÍVAR,13074,16421,381.0,3,Rural,Barranco De Loba,3.0
CALAMAR,BOLÍVAR,13140,24982,979.0,2,Intermedio,Calamar,3.0
CANTAGALLO,BOLÍVAR,13160,9148,104.0,3,Rural,Cantagallo,3.0
CICUCO,BOLÍVAR,13188,14845,1115.0,1,Ciudades y Aglomeraciones,Cicuco,3.0
CÓRDOBA,BOLÍVAR,13212,17685,296.0,3,Rural,Cordoba,3.0
CLEMENCIA,BOLÍVAR,13222,16365,1918.0,1,Ciudades y Aglomeraciones,Clemencia,3.0
EL CARMEN DE BOLÍVAR,BOLÍVAR,13244,77061,815.0,2,Intermedio,El Carmen De Bolivar,3.0
EL GUAMO,BOLÍVAR,13248,9549,249.0,3,Rural,El Guamo,3.0
EL PEÑÓN,BOLÍVAR,13268,8209,257.0,3,Rural,El Penon,3.0
HATILLO DE LOBA,BOLÍVAR,13300,13353,687.0,2,Intermedio,Hatillo De Loba,3.0
MAGANGUÉ,BOLÍVAR,13430,147190,1303.0,1,Ciudades y Aglomeraciones,Magangue,3.0
MAHATES,BOLÍVAR,13433,30573,707.0,2,Intermedio,Mahates,3.0
MARGARITA,BOLÍVAR,13440,11883,405.0,3,Rural,Margarita,3.0
MARÍA LA BAJA,BOLÍVAR,13442,51264,914.0,2,Intermedio,Maria La Baja,3.0
MONTECRISTO,BOLÍVAR,13458,18500,88.0,4,Rural Disperso,Montecristo,3.0
MOMPÓS,BOLÍVAR,13468,49152,754.0,2,Intermedio,Mompos,3.0
MORALES,BOLÍVAR,13473,24959,185.0,3,Rural,Morales,3.0
NOROSÍ,BOLÍVAR,13490,10957,263.0,3,Rural,Norosi,3.0
PINILLOS,BOLÍVAR,13549,26866,346.0,3,Rural,Pinillos,3.0
REGIDOR,BOLÍVAR,13580,7634,416.0,3,Rural,Regidor,3.0
RÍO VIEJO,BOLÍVAR,13600,11617,137.0,3,Rural,Rio Viejo,3.0
SAN CRISTÓBAL,BOLÍVAR,13620,8798,2082.0,1,Ciudades y Aglomeraciones,San Cristobal,3.0
SAN ESTANISLAO,BOLÍVAR,13647,20100,950.0,2,Intermedio,San Estanislao,3.0
SAN FERNANDO,BOLÍVAR,13650,13934,439.0,3,Rural,San Fernando,3.0
SAN JACINTO,BOLÍVAR,13654,26099,589.0,2,Intermedio,San Jacinto,3.0
SAN JACINTO DEL CAUCA,BOLÍVAR,13655,11175,196.0,3,Rural,San Jacinto Del Cauca,3.0
SAN JUAN NEPOMUCENO,BOLÍVAR,13657,40621,644.0,2,Intermedio,San Juan Nepomuceno,3.0
SAN MARTÍN DE LOBA,BOLÍVAR,13667,16176,359.0,3,Rural,San Martin De Loba,3.0
SAN PABLO,BOLÍVAR,13670,29948,148.0,3,Rural,San Pablo,3.0
SANTA CATALINA,BOLÍVAR,13673,16156,935.0,2,Intermedio,Santa Catalina,3.0
SANTA ROSA,BOLÍVAR,13683,23042,1490.0,1,Ciudades y Aglomeraciones,Santa Rosa,3.0
SANTA ROSA DEL SUR,BOLÍVAR,13688,36335,152.0,3,Rural,Santa Rosa Del Sur,3.0
SIMITÍ,BOLÍVAR,13744,20209,149.0,3,Rural,Simiti,3.0
SOPLAVIENTO,BOLÍVAR,13760,11701,1264.0,1,Ciudades y Aglomeraciones,Soplaviento,3.0
TALAIGUA NUEVO,BOLÍVAR,13780,14092,565.0,2,Intermedio,Talaigua Nuevo,3.0
TIQUISIO,BOLÍVAR,13810,19763,259.0,3,Rural,Tiquisio,3.0
TURBACO,BOLÍVAR,13836,116223,5757.0,1,Ciudades y Aglomeraciones,Turbaco,3.0
TURBANÁ,BOLÍVAR,13838,18037,944.0,2,Intermedio,Turbana,3.0
VILLANUEVA,BOLÍVAR,13873,26130,1906.0,1,Ciudades y Aglomeraciones,Villanueva,3.0
ZAMBRANO,BOLÍVAR,13894,12970,420.0,3,Rural,Zambrano,3.0
TUNJA,BOYACÁ,15001,188945,15789.0,1,Ciudades y Aglomeraciones,Tunja,1.0
ALMEIDA,BOYACÁ,15022,2076,360.0,3,Rural,Almeida,2.0
AQUITANIA,BOYACÁ,15047,16648,177.0,3,Rural,Aquitania,2.0
ARCABUCO,BOYACÁ,15051,6392,464.0,3,Rural,Arcabuco,2.0
BELÉN,BOYACÁ,15087,8070,495.0,3,Rural,Belen,2.0
BERBEO,BOYACÁ,15090,1703,294.0,3,Rural,Berbeo,2.0
BETÉITIVA,BOYACÁ,15092,2083,205.0,3,Rural,Beteitiva,2.0
BOAVITA,BOYACÁ,15097,5487,378.0,3,Rural,Boavita,2.0
BOYACÁ,BOYACÁ,15104,5504,1146.0,1,Ciudades y Aglomeraciones,Boyaca,1.0
BRICEÑO,BOYACÁ,15106,2331,361.0,3,Rural,Briceno,2.0
BUENAVISTA,BOYACÁ,15109,4732,430.0,3,Rural,Buenavista,2.0
BUSBANZÁ,BOYACÁ,15114,1219,481.0,3,Rural,Busbanza,2.0
CALDAS,BOYACÁ,15131,3361,426.0,3,Rural,Caldas,2.0
CAMPOHERMOSO,BOYACÁ,15135,3320,111.0,3,Rural,Campohermoso,2.0
CERINZA,BOYACÁ,15162,3991,628.0,2,Intermedio,Cerinza,2.0
CHINAVITA,BOYACÁ,15172,3436,252.0,3,Rural,Chinavita,2.0
CHIQUINQUIRÁ,BOYACÁ,15176,61289,3714.0,1,Ciudades y Aglomeraciones,Chiquinquira,1.0
CHISCAS,BOYACÁ,15180,4234,64.0,4,Rural Disperso,Chiscas,3.0
CHITA,BOYACÁ,15183,8475,125.0,3,Rural,Chita,2.0
CHITARAQUE,BOYACÁ,15185,6306,398.0,3,Rural,Chitaraque,2.0
CHIVATÁ,BOYACÁ,15187,3012,608.0,2,Intermedio,Chivata,2.0
CIÉNEGA,BOYACÁ,15189,5007,928.0,2,Intermedio,Cienega,2.0
CÓMBITA,BOYACÁ,15204,14183,976.0,2,Intermedio,Combita,2.0
COPER,BOYACÁ,15212,3881,259.0,3,Rural,Coper,2.0
CORRALES,BOYACÁ,15215,2698,444.0,3,Rural,Corrales,2.0
COVARACHÍA,BOYACÁ,15218,2967,290.0,3,Rural,Covarachia,2.0
CUBARÁ,BOYACÁ,15223,11392,97.0,4,Rural Disperso,Cubara,3.0
CUCAITA,BOYACÁ,15224,4047,961.0,2,Intermedio,Cucaita,2.0
CUÍTIVA,BOYACÁ,15226,1944,441.0,3,Rural,Cuitiva,2.0
CHÍQUIZA,BOYACÁ,15232,5061,434.0,3,Rural,Chiquiza,2.0
CHIVOR,BOYACÁ,15236,2698,248.0,3,Rural,Chivor,3.0
DUITAMA,BOYACÁ,15238,134091,5732.0,1,Ciudades y Aglomeraciones,Duitama,1.0
EL COCUY,BOYACÁ,15244,4477,188.0,3,Rural,El Cocuy,2.0
EL ESPINO,BOYACÁ,15248,3269,471.0,3,Rural,El Espino,2.0
FIRAVITOBA,BOYACÁ,15272,7261,664.0,2,Intermedio,Firavitoba,2.0
FLORESTA,BOYACÁ,15276,3493,397.0,3,Rural,Floresta,2.0
GACHANTIVÁ,BOYACÁ,15293,3009,341.0,3,Rural,Gachantiva,2.0
GÁMEZA,BOYACÁ,15296,5203,421.0,3,Rural,Gameza,2.0
GARAGOA,BOYACÁ,15299,19582,1012.0,1,Ciudades y Aglomeraciones,Garagoa,1.0
GUACAMAYAS,BOYACÁ,15317,1983,344.0,3,Rural,Guacamayas,2.0
GUATEQUE,BOYACÁ,15322,11631,3219.0,1,Ciudades y Aglomeraciones,Guateque,1.0
GUAYATÁ,BOYACÁ,15325,3579,358.0,3,Rural,Guayata,2.0
GÜICÁN DE LA SIERRA,BOYACÁ,15332,4570,48.0,4,Rural Disperso,Guican De La Sierra,3.0
IZA,BOYACÁ,15362,2125,621.0,2,Intermedio,Iza,2.0
JENESANO,BOYACÁ,15367,7829,1327.0,1,Ciudades y Aglomeraciones,Jenesano,1.0
JERICÓ,BOYACÁ,15368,4208,320.0,3,Rural,Jerico,2.0
LABRANZAGRANDE,BOYACÁ,15377,3755,65.0,4,Rural Disperso,Labranzagrande,3.0
LA CAPILLA,BOYACÁ,15380,2882,506.0,2,Intermedio,La Capilla,2.0
LA VICTORIA,BOYACÁ,15401,1202,429.0,3,Rural,La Victoria,2.0
LA UVITA,BOYACÁ,15403,3246,201.0,3,Rural,La Uvita,2.0
VILLA DE LEYVA,BOYACÁ,15407,17787,1405.0,1,Ciudades y Aglomeraciones,Villa De Leyva,1.0
MACANAL,BOYACÁ,15425,5396,270.0,3,Rural,Macanal,2.0
MARIPÍ,BOYACÁ,15442,6147,383.0,3,Rural,Maripi,2.0
MIRAFLORES,BOYACÁ,15455,9575,370.0,3,Rural,Miraflores,2.0
MONGUA,BOYACÁ,15464,4980,138.0,3,Rural,Mongua,2.0
MONGUÍ,BOYACÁ,15466,4527,658.0,2,Intermedio,Mongui,2.0
MONIQUIRÁ,BOYACÁ,15469,24596,1127.0,1,Ciudades y Aglomeraciones,Moniquira,1.0
MOTAVITA,BOYACÁ,15476,6072,1011.0,1,Ciudades y Aglomeraciones,Motavita,1.0
MUZO,BOYACÁ,15480,9186,666.0,2,Intermedio,Muzo,2.0
NOBSA,BOYACÁ,15491,17500,3159.0,1,Ciudades y Aglomeraciones,Nobsa,1.0
NUEVO COLÓN,BOYACÁ,15494,5538,1078.0,1,Ciudades y Aglomeraciones,Nuevo Colon,1.0
OICATÁ,BOYACÁ,15500,3085,512.0,2,Intermedio,Oicata,2.0
OTANCHE,BOYACÁ,15507,8699,183.0,3,Rural,Otanche,2.0
PACHAVITA,BOYACÁ,15511,2637,395.0,3,Rural,Pachavita,2.0
PÁEZ,BOYACÁ,15514,3499,103.0,3,Rural,Paez,2.0
PAIPA,BOYACÁ,15516,36778,1206.0,1,Ciudades y Aglomeraciones,Paipa,1.0
PAJARITO,BOYACÁ,15518,2560,82.0,4,Rural Disperso,Pajarito,3.0
PANQUEBA,BOYACÁ,15522,1845,465.0,3,Rural,Panqueba,2.0
PAUNA,BOYACÁ,15531,7689,304.0,3,Rural,Pauna,2.0
PAYA,BOYACÁ,15533,2812,63.0,4,Rural Disperso,Paya,3.0
PAZ DE RÍO,BOYACÁ,15537,4560,372.0,3,Rural,Paz De Rio,2.0
PESCA,BOYACÁ,15542,7256,276.0,3,Rural,Pesca,2.0
PISBA,BOYACÁ,15550,1899,41.0,4,Rural Disperso,Pisba,3.0
PUERTO BOYACÁ,BOYACÁ,15572,51143,338.0,3,Rural,Puerto Boyaca,2.0
QUÍPAMA,BOYACÁ,15580,5308,317.0,3,Rural,Quipama,2.0
RAMIRIQUÍ,BOYACÁ,15599,10743,855.0,2,Intermedio,Ramiriqui,2.0
RÁQUIRA,BOYACÁ,15600,8618,391.0,3,Rural,Raquira,2.0
RONDÓN,BOYACÁ,15621,2564,124.0,3,Rural,Rondon,2.0
SABOYÁ,BOYACÁ,15632,14765,594.0,2,Intermedio,Saboya,2.0
SÁCHICA,BOYACÁ,15638,5989,937.0,2,Intermedio,Sachica,2.0
SAMACÁ,BOYACÁ,15646,20038,1196.0,1,Ciudades y Aglomeraciones,Samaca,1.0
SAN EDUARDO,BOYACÁ,15660,1793,164.0,3,Rural,San Eduardo,2.0
SAN JOSÉ DE PARE,BOYACÁ,15664,5380,723.0,2,Intermedio,San Jose De Pare,2.0
SAN LUIS DE GACENO,BOYACÁ,15667,5919,126.0,3,Rural,San Luis De Gaceno,2.0
SAN MATEO,BOYACÁ,15673,3606,291.0,3,Rural,San Mateo,2.0
SAN MIGUEL DE SEMA,BOYACÁ,15676,3228,343.0,3,Rural,San Miguel De Sema,2.0
